etiqueta,frame,nose,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,mid_shoulder,mid_hip
subject_06,17,"[558.5003662109375, 146.20318603515625, 0.6762574315071106]","[583.6871948242188, 171.36761474609375, 0.1917232871055603]","[562.0984497070312, 176.16082763671875, 0.09010885655879974]","[577.6903686523438, 205.51934814453125, 0.5732234120368958]","[562.0984497070312, 209.11427307128906, 0.09463516622781754]","[556.1016235351562, 226.48971557617188, 0.3258782625198364]","[548.3056640625, 233.0803985595703, 0.10328008234500885]","[579.4894409179688, 233.67955017089844, 0.10201756656169891]","[562.0984497070312, 233.0803985595703, 0.11142487078905106]","[586.0859375, 287.0041809082031, 0.2961706817150116]","[546.5066528320312, 284.0084228515625, 0.3293797969818115]","[595.6809692382812, 340.328857421875, 0.24985209107398987]","[534.5128784179688, 336.73388671875, 0.26961150765419006]","[572.892822265625, 173.76422119140625]","[570.7939453125, 233.37997436523438]"
subject_06,18,"[552.6187133789062, 146.5678253173828, 2.205254077911377]","[578.3370971679688, 171.1330108642578, 0.26711249351501465]","[556.805419921875, 175.92620849609375, 0.15823157131671906]","[571.1598510742188, 204.68544006347656, 0.5751731991767883]","[555.6091918945312, 211.27610778808594, 0.11213944107294083]","[545.4414672851562, 227.45318603515625, 0.34851276874542236]","[538.8623046875, 232.2463836669922, 0.14650502800941467]","[572.9541625976562, 232.2463836669922, 0.11426078528165817]","[554.4130249023438, 232.2463836669922, 0.12617604434490204]","[581.32763671875, 286.1699523925781, 0.28166723251342773]","[541.2547607421875, 286.1699523925781, 0.3632218837738037]","[595.083984375, 338.89520263671875, 0.3222901523113251]","[524.5078735351562, 334.701171875, 0.26627570390701294]","[567.5712890625, 173.52960205078125]","[563.68359375, 232.2463836669922]"
subject_06,19,"[545.9810180664062, 148.44580078125, 1.958336591720581]","[571.7152709960938, 173.61660766601562, 0.3260238468647003]","[550.1702880859375, 179.01034545898438, 0.16442303359508514]","[565.132080078125, 205.9790496826172, 0.8271533250808716]","[547.7764282226562, 213.77001953125, 0.10262431204319]","[538.200927734375, 226.95472717285156, 0.5275726914405823]","[532.2161865234375, 230.55055236816406, 0.16067379713058472]","[565.7305297851562, 235.34498596191406, 0.13361573219299316]","[549.5718383789062, 235.34498596191406, 0.14716626703739166]","[577.1015014648438, 288.08380126953125, 0.41260915994644165]","[534.610107421875, 288.08380126953125, 0.49767306447029114]","[594.4571533203125, 337.82611083984375, 0.3746921420097351]","[514.8605346679688, 337.82611083984375, 0.354285329580307]","[560.9427490234375, 176.3134765625]","[557.6511840820312, 235.34498596191406]"
subject_06,20,"[539.6332397460938, 148.76393127441406, 1.1081643104553223]","[564.7728881835938, 175.13290405273438, 0.32148635387420654]","[551.6045532226562, 171.53712463378906, 0.13194742798805237]","[559.3858642578125, 207.49481201171875, 0.7819384932518005]","[546.2174682617188, 212.28916931152344, 0.09786835312843323]","[531.2533569335938, 228.4701385498047, 0.7944329380989075]","[528.859130859375, 229.66871643066406, 0.14370694756507874]","[559.9844360351562, 237.4595489501953, 0.1340969055891037]","[541.428955078125, 236.86026000976562, 0.16153912246227264]","[571.3571166992188, 289.59820556640625, 0.3877694010734558]","[527.6619873046875, 289.59820556640625, 0.4818432629108429]","[592.9053955078125, 335.743896484375, 0.4702204763889313]","[510.9022216796875, 343.53472900390625, 0.35650256276130676]","[558.188720703125, 173.33502197265625]","[550.7066650390625, 237.159912109375]"
subject_06,21,"[532.6587524414062, 149.10818481445312, 1.6371369361877441]","[557.7222290039062, 175.4875030517578, 0.25810736417770386]","[542.206787109375, 174.28843688964844, 0.18854300677776337]","[552.9482421875, 208.4616241455078, 0.6547402739524841]","[538.626220703125, 212.65834045410156, 0.09934276342391968]","[526.6912841796875, 229.4451446533203, 0.46093258261680603]","[523.1107788085938, 231.84327697753906, 0.1590479463338852]","[551.7547607421875, 239.6371612548828, 0.15169741213321686]","[534.448974609375, 239.6371612548828, 0.16451367735862732]","[563.6897583007812, 289.9976501464844, 0.45739954710006714]","[521.917236328125, 289.9976501464844, 0.4666542112827301]","[590.54345703125, 334.3628234863281, 0.456658273935318]","[508.1920166015625, 343.9552917480469, 0.3788607716560364]","[549.9644775390625, 174.88796997070312]","[543.1018676757812, 239.6371612548828]"
subject_06,22,"[525.8329467773438, 148.19651794433594, 1.9466713666915894]","[550.9306640625, 175.75735473632812, 0.29639285802841187]","[538.3817749023438, 172.76162719726562, 0.18042591214179993]","[546.150146484375, 209.9088592529297, 0.8202130198478699]","[531.2109985351562, 212.9045867919922, 0.14243309199810028]","[519.259765625, 233.27565002441406, 0.6226193904876709]","[516.8695068359375, 233.8748016357422, 0.14578375220298767]","[544.357421875, 239.26715087890625, 0.12687107920646667]","[527.6256713867188, 238.66798400878906, 0.14081081748008728]","[555.1135864257812, 291.99224853515625, 0.4338535964488983]","[515.6743774414062, 291.99224853515625, 0.42755618691444397]","[587.9796142578125, 332.13519287109375, 0.4608888328075409]","[504.918212890625, 345.3164978027344, 0.42893579602241516]","[544.65625, 174.25949096679688]","[535.9915771484375, 238.96755981445312]"
subject_06,23,"[519.6309204101562, 147.47317504882812, 1.564539909362793]","[545.3482055664062, 175.047607421875, 0.28425779938697815]","[530.994384765625, 172.05038452148438, 0.1358696073293686]","[540.5635986328125, 209.81536865234375, 0.6225079298019409]","[525.6116943359375, 212.21315002441406, 0.08485814929008484]","[516.6405029296875, 234.39259338378906, 0.5498136281967163]","[511.85589599609375, 237.9892578125, 0.22598567605018616]","[536.9751586914062, 237.38980102539062, 0.1510210782289505]","[520.8270263671875, 237.38980102539062, 0.10767395049333572]","[541.759765625, 291.9392395019531, 0.36091485619544983]","[510.6597595214844, 291.9392395019531, 0.39532554149627686]","[580.634765625, 327.9058837890625, 0.31313472986221313]","[504.6789855957031, 345.2897644042969, 0.30198195576667786]","[538.1712646484375, 173.5489959716797]","[528.901123046875, 237.38980102539062]"
subject_06,24,"[513.90869140625, 146.96258544921875, 1.9657071828842163]","[537.8294067382812, 172.1491241455078, 0.2625732123851776]","[523.4769897460938, 171.54945373535156, 0.17386706173419952]","[534.2413330078125, 209.32925415039062, 0.7554309368133545]","[517.496826171875, 209.92893981933594, 0.1040690690279007]","[513.90869140625, 237.5142059326172, 0.5348223447799683]","[509.1246032714844, 236.91453552246094, 0.15388831496238708]","[530.6531982421875, 236.91453552246094, 0.12050636112689972]","[512.712646484375, 234.5158233642578, 0.10282161086797714]","[530.6531982421875, 295.6831359863281, 0.4282775819301605]","[506.1344909667969, 292.0850524902344, 0.4102048873901367]","[571.9163818359375, 325.06744384765625, 0.2752724885940552]","[504.3404541015625, 346.0562438964844, 0.3294031023979187]","[530.6531982421875, 171.8492889404297]","[521.6829223632812, 235.71517944335938]"
subject_06,25,"[506.9290771484375, 145.69374084472656, 1.2092453241348267]","[531.9916381835938, 171.490966796875, 0.213693767786026]","[518.266845703125, 170.2910919189453, 0.1416875272989273]","[529.0079345703125, 208.0870361328125, 0.5198096632957458]","[512.2996215820312, 210.4867706298828, 0.08227822184562683]","[513.4931030273438, 238.68373107910156, 0.6185766458511353]","[503.3487243652344, 236.88392639160156, 0.13666905462741852]","[524.8308715820312, 237.4838409423828, 0.12086360156536102]","[508.1225280761719, 235.68405151367188, 0.09337727725505829]","[517.0734252929688, 295.0776672363281, 0.3730427622795105]","[502.7519836425781, 291.4780578613281, 0.3054175078868866]","[561.8279418945312, 324.4744873046875, 0.2936502993106842]","[503.9454345703125, 346.6720886230469, 0.23987288773059845]","[525.1292724609375, 170.89102172851562]","[516.4766845703125, 236.58395385742188]"
subject_06,26,"[500.5085754394531, 145.49375915527344, 0.9209538102149963]","[525.6292114257812, 171.8465576171875, 0.20915843546390533]","[510.0783386230469, 170.64869689941406, 0.12272629141807556]","[523.2367553710938, 209.5789794921875, 0.4908558130264282]","[509.480224609375, 208.38113403320312, 0.07162598520517349]","[512.4707641601562, 240.12428283691406, 0.7002009749412537]","[499.3123779296875, 226.94789123535156, 0.0685882419347763]","[511.8726501464844, 234.135009765625, 0.05504286289215088]","[501.106689453125, 235.33287048339844, 0.05500292778015137]","[504.0972595214844, 295.8245544433594, 0.2155953049659729]","[500.5085754394531, 294.6266784667969, 0.18347591161727905]","[548.3573608398438, 324.57305908203125, 0.18302883207798004]","[504.0972595214844, 347.3323059082031, 0.1677986979484558]","[517.853759765625, 171.24761962890625]","[506.48968505859375, 234.73394775390625]"
subject_06,27,"[493.58929443359375, 144.93569946289062, 0.9226531386375427]","[519.35693359375, 170.68246459960938, 0.17774763703346252]","[503.7764892578125, 170.68246459960938, 0.124265156686306]","[519.35693359375, 208.4044952392578, 0.403608500957489]","[497.18475341796875, 211.9970703125, 0.0626363754272461]","[510.96746826171875, 241.33642578125, 0.509612500667572]","[489.3945617675781, 241.9351806640625, 0.12259722501039505]","[505.57421875, 238.3426055908203, 0.05898372456431389]","[495.98626708984375, 239.5401153564453, 0.04693005979061127]","[498.38323974609375, 294.0274658203125, 0.13977321982383728]","[497.7840270996094, 294.0274658203125, 0.13971436023712158]","[503.17724609375, 348.5148620605469, 0.1610087752342224]","[532.5403442382812, 326.9594421386719, 0.1495978981256485]","[511.56671142578125, 170.68246459960938]","[500.7802429199219, 238.9413604736328]"
subject_06,28,"[487.1216735839844, 143.6128387451172, 0.5209665298461914]","[513.4629516601562, 168.7998046875, 0.1367146223783493]","[496.7003479003906, 171.79824829101562, 0.07946710288524628]","[515.2589721679688, 206.58026123046875, 0.29582664370536804]","[490.71368408203125, 210.77809143066406, 0.11005494743585587]","[509.8709716796875, 240.16290283203125, 0.44157207012176514]","[479.93768310546875, 235.96505737304688, 0.24588264524936676]","[502.08831787109375, 236.5647430419922, 0.04968271777033806]","[492.5096740722656, 240.16290283203125, 0.042700108140707016]","[496.7003479003906, 291.1365051269531, 0.06515789031982422]","[482.3323669433594, 289.9371337890625, 0.15505585074424744]","[502.6869812011719, 344.5089111328125, 0.1767188012599945]","[515.2589721679688, 330.1163635253906, 0.09901445358991623]","[505.0816650390625, 170.2990264892578]","[497.29901123046875, 238.36383056640625]"
subject_06,29,"[480.3214416503906, 144.3523406982422, 0.6139752268791199]","[506.679443359375, 167.73336791992188, 0.1306629478931427]","[489.9061279296875, 170.73092651367188, 0.10515670478343964]","[511.4718322753906, 206.1022186279297, 0.3619980216026306]","[481.51953125, 210.29881286621094, 0.1725836545228958]","[507.2784729003906, 240.2744903564453, 0.406249463558197]","[470.1376647949219, 235.47837829589844, 0.3085446059703827]","[495.8966064453125, 238.4759521484375, 0.09044425934553146]","[485.71282958984375, 236.6774139404297, 0.07034244388341904]","[473.13287353515625, 287.63604736328125, 0.24851618707180023]","[495.8966064453125, 291.233154296875, 0.16157571971416473]","[501.8870849609375, 339.1942138671875, 0.10256734490394592]","[502.48614501953125, 338.5946960449219, 0.057997312396764755]","[498.29278564453125, 169.23214721679688]","[490.8047180175781, 237.57669067382812]"
subject_06,30,"[473.0871887207031, 144.37562561035156, 0.8146353363990784]","[501.1387634277344, 170.11807250976562, 0.15691961348056793]","[483.830322265625, 170.71673583984375, 0.10094449669122696]","[507.107177734375, 206.0377960205078, 0.36286866664886475]","[475.47454833984375, 209.62977600097656, 0.16795451939105988]","[505.316650390625, 239.5628662109375, 0.4183044135570526]","[460.5534973144531, 234.7735595703125, 0.30844685435295105]","[490.3955993652344, 243.7534942626953, 0.069353386759758]","[479.0555725097656, 241.3588409423828, 0.06331875920295715]","[494.5735168457031, 292.84375, 0.16230681538581848]","[464.1345520019531, 286.2584533691406, 0.2085718959569931]","[503.5260925292969, 347.9206237792969, 0.1489962637424469]","[482.0398254394531, 340.13800048828125, 0.08323326706886292]","[492.48455810546875, 170.4174041748047]","[484.7255859375, 242.55616760253906]"
subject_06,31,"[466.73529052734375, 144.10400390625, 0.5961000323295593]","[494.2052001953125, 170.477294921875, 0.14947514235973358]","[476.2900695800781, 171.67608642578125, 0.12530672550201416]","[502.56561279296875, 205.8415069580078, 0.39168909192085266]","[469.7211608886719, 207.04029846191406, 0.21941649913787842]","[502.56561279296875, 240.60630798339844, 0.40638378262519836]","[452.4031677246094, 232.81417846679688, 0.3906976580619812]","[485.8448181152344, 240.60630798339844, 0.07839235663414001]","[481.06744384765625, 241.2056884765625, 0.03667445853352547]","[457.7777404785156, 287.35894775390625, 0.2501804232597351]","[490.02496337890625, 291.5547180175781, 0.24332460761070251]","[460.16644287109375, 347.29827880859375, 0.16175900399684906]","[502.56561279296875, 346.69891357421875, 0.12953168153762817]","[485.24761962890625, 171.07669067382812]","[483.45611572265625, 240.906005859375]"
subject_06,32,"[459.3326110839844, 145.50949096679688, 2.093414783477783]","[486.7645263671875, 171.29429626464844, 0.2759101688861847]","[470.6631774902344, 171.29429626464844, 0.15589746832847595]","[496.90240478515625, 205.4741668701172, 0.591651439666748]","[462.91070556640625, 206.6734619140625, 0.29327392578125]","[499.8841247558594, 243.8515625, 0.45332133769989014]","[443.8276062011719, 232.45828247070312, 0.563498854637146]","[479.6083679199219, 239.05438232421875, 0.09386749565601349]","[469.4704895019531, 236.6558074951172, 0.0510789155960083]","[452.7728271484375, 288.22540283203125, 0.2972661256790161]","[486.7645263671875, 292.4229736328125, 0.2752642333507538]","[440.84588623046875, 347.5904846191406, 0.25212857127189636]","[502.2695007324219, 345.1918640136719, 0.24123717844486237]","[478.7138671875, 171.29429626464844]","[474.5394287109375, 237.8551025390625]"
subject_06,33,"[438.6683044433594, 148.40562438964844, 1.5695066452026367]","[463.8033447265625, 174.780517578125, 0.4395598769187927]","[449.4404602050781, 175.3799285888672, 0.20874366164207458]","[476.370849609375, 208.9479522705078, 0.8289649486541748]","[441.6605529785156, 213.1439666748047, 0.33803969621658325]","[482.9538269042969, 246.112548828125, 0.5976688861846924]","[423.7069396972656, 235.92225646972656, 0.6529889106750488]","[456.62188720703125, 243.1154022216797, 0.10681187361478806]","[457.2203369140625, 247.31141662597656, 0.06067768856883049]","[431.48687744140625, 294.6662902832031, 0.40839725732803345]","[471.5832214355469, 295.2657470703125, 0.31479617953300476]","[411.7379150390625, 350.4132080078125, 0.38406282663345337]","[499.1120910644531, 342.02117919921875, 0.33633503317832947]","[456.62188720703125, 175.08023071289062]","[456.9211120605469, 245.21340942382812]"
subject_06,34,"[425.4567565917969, 148.38064575195312, 0.8460448980331421]","[449.39642333984375, 174.71572875976562, 0.3365855813026428]","[436.2296142578125, 175.31427001953125, 0.17856094241142273]","[458.3738098144531, 209.43019104003906, 0.4999241828918457]","[429.6462097167969, 216.0139617919922, 0.24492233991622925]","[462.5632629394531, 246.53871154785156, 0.4723912179470062]","[412.888427734375, 240.553466796875, 0.5395084023475647]","[441.0175476074219, 239.95492553710938, 0.08806530386209488]","[432.0401916503906, 241.15199279785156, 0.05406700819730759]","[415.88092041015625, 295.61773681640625, 0.35637298226356506]","[449.39642333984375, 296.8147888183594, 0.40841245651245117]","[405.1080322265625, 353.6746826171875, 0.3323421776294708]","[490.0938720703125, 336.31744384765625, 0.31156519055366516]","[442.8130187988281, 175.01499938964844]","[436.52886962890625, 240.553466796875]"
subject_06,35,"[418.14306640625, 147.20254516601562, 2.6956586837768555]","[443.3160705566406, 176.56150817871094, 0.2983618974685669]","[427.1333923339844, 177.16067504882812, 0.16829389333724976]","[449.9090270996094, 211.912109375, 0.4227030575275421]","[422.33856201171875, 216.7053985595703, 0.3423937261104584]","[451.70709228515625, 247.8618621826172, 0.3935438096523285]","[409.75201416015625, 241.2710723876953, 0.5570644736289978]","[433.1269836425781, 242.4694061279297, 0.10407120734453201]","[420.54046630859375, 246.06439208984375, 0.10113555192947388]","[409.75201416015625, 295.1957092285156, 0.3159312307834625]","[436.72314453125, 298.7906799316406, 0.3247240483760834]","[405.5565185546875, 350.9178466796875, 0.22452570497989655]","[479.8769226074219, 329.34796142578125, 0.1611427217721939]","[435.2247314453125, 176.861083984375]","[426.833740234375, 244.26690673828125]"
subject_06,36,"[411.0892028808594, 146.64230346679688, 0.8372880220413208]","[436.8129577636719, 174.2011260986328, 0.283477246761322]","[420.6608581542969, 175.39935302734375, 0.1685498207807541]","[439.8040771484375, 210.14744567871094, 0.49635806679725647]","[417.66973876953125, 217.3367156982422, 0.1545976847410202]","[438.6076354980469, 246.69284057617188, 0.43181711435317993]","[406.30340576171875, 243.69732666015625, 0.37969931960105896]","[424.2502136230469, 240.70181274414062, 0.0838591679930687]","[412.28570556640625, 242.49913024902344, 0.07816562056541443]","[404.50872802734375, 295.2203674316406, 0.29720741510391235]","[424.2502136230469, 298.81500244140625, 0.3286994397640228]","[404.50872802734375, 353.93267822265625, 0.26361843943595886]","[469.7153625488281, 328.7702331542969, 0.17636747658252716]","[428.7369079589844, 174.80023193359375]","[418.2679443359375, 241.6004638671875]"
subject_06,37,"[403.9041442871094, 145.41075134277344, 1.0870987176895142]","[428.9431457519531, 173.5583953857422, 0.2668696343898773]","[415.8274841308594, 170.56398010253906, 0.14811858534812927]","[429.5393371582031, 208.8927001953125, 0.39836055040359497]","[413.44281005859375, 208.8927001953125, 0.07131677120923996]","[425.3661804199219, 245.42474365234375, 0.4356384575366974]","[403.9041442871094, 240.6336669921875, 0.08340089023113251]","[415.2313537597656, 241.83143615722656, 0.09040157496929169]","[408.6734924316406, 240.6336669921875, 0.06025819480419159]","[403.9041442871094, 298.1267395019531, 0.14676712453365326]","[400.9233093261719, 293.9345397949219, 0.08923441916704178]","[405.0964660644531, 352.6253662109375, 0.16952575743198395]","[456.3668518066406, 328.669921875, 0.16988974809646606]","[422.38531494140625, 172.06118774414062]","[411.9524230957031, 241.2325439453125]"
subject_06,38,"[397.79986572265625, 144.85423278808594, 1.33597993850708]","[421.643310546875, 171.83160400390625, 0.23311609029769897]","[409.7215881347656, 170.63259887695312, 0.11999394744634628]","[419.2589416503906, 210.79893493652344, 0.3962836265563965]","[408.5293884277344, 210.19944763183594, 0.0578930601477623]","[410.91375732421875, 244.3707733154297, 0.45043352246284485]","[415.08636474609375, 240.17428588867188, 0.052056849002838135]","[409.7215881347656, 237.17681884765625, 0.05802742391824722]","[406.14508056640625, 236.57733154296875, 0.053085584193468094]","[400.1842041015625, 297.7260437011719, 0.24199149012565613]","[401.3763732910156, 296.52703857421875, 0.11430990695953369]","[404.3568115234375, 353.47930908203125, 0.21627512574195862]","[439.52587890625, 328.89990234375, 0.1430847942829132]","[415.68243408203125, 171.2321014404297]","[407.933349609375, 236.8770751953125]"
subject_06,39,"[390.6942443847656, 144.8843536376953, 0.6581123471260071]","[412.7215270996094, 171.2261199951172, 0.17308424413204193]","[402.00555419921875, 170.62744140625, 0.0904911532998085]","[410.3402099609375, 209.54139709472656, 0.22022540867328644]","[402.60089111328125, 209.54139709472656, 0.04547739773988724]","[397.2428894042969, 240.67257690429688, 0.4611520767211914]","[391.8848876953125, 240.67257690429688, 0.05329054966568947]","[406.7682189941406, 240.07391357421875, 0.08676429092884064]","[399.62420654296875, 237.0805206298828, 0.036559946835041046]","[399.62420654296875, 296.9481506347656, 0.10023674368858337]","[388.9082336425781, 292.15875244140625, 0.1551571637392044]","[404.3868713378906, 353.2237243652344, 0.23013260960578918]","[424.0328674316406, 332.27008056640625, 0.1370202600955963]","[407.363525390625, 170.92678833007812]","[403.19622802734375, 238.57720947265625]"
subject_06,40,"[384.0716552734375, 143.5931854248047, 0.7543687224388123]","[405.5750427246094, 169.96324157714844, 0.16656272113323212]","[394.2260437011719, 170.56256103515625, 0.0844559371471405]","[401.393798828125, 206.52175903320312, 0.20379488170146942]","[389.4474792480469, 210.11767578125, 0.045035090297460556]","[384.0716552734375, 237.68638610839844, 0.25236639380455017]","[379.8904724121094, 241.88162231445312, 0.06659942120313644]","[402.58843994140625, 237.68638610839844, 0.06358974426984787]","[388.8502197265625, 240.68296813964844, 0.044572051614522934]","[398.4072265625, 296.4197082519531, 0.11933273077011108]","[376.9039001464844, 290.426513671875, 0.2534652054309845]","[404.97772216796875, 353.3550720214844, 0.14450408518314362]","[406.17236328125, 339.5707092285156, 0.04557967931032181]","[399.9005432128906, 170.26290893554688]","[395.7193298339844, 239.18467712402344]"
subject_06,41,"[377.27215576171875, 143.73072814941406, 0.9776096343994141]","[398.1709899902344, 170.12608337402344, 0.18683387339115143]","[389.2143249511719, 170.12608337402344, 0.07673908770084381]","[392.19989013671875, 205.5198516845703, 0.31532832980155945]","[382.04901123046875, 210.9188995361328, 0.0525752529501915]","[372.4952697753906, 232.51512145996094, 0.27680936455726624]","[367.1213073730469, 237.9141845703125, 0.05295011028647423]","[395.78253173828125, 236.71438598632812, 0.08826611191034317]","[383.2432556152344, 236.71438598632812, 0.06482845544815063]","[396.379638671875, 296.10394287109375, 0.17003664374351501]","[367.1213073730469, 289.5050964355469, 0.24260231852531433]","[404.7391662597656, 353.09393310546875, 0.1368827074766159]","[388.0201110839844, 339.2963562011719, 0.14298832416534424]","[393.6926574707031, 170.12608337402344]","[389.51287841796875, 236.71438598632812]"
subject_06,42,"[377.79901123046875, 143.56483459472656, 0.9807665348052979]","[398.0908203125, 170.5171356201172, 0.1813236027956009]","[388.54168701171875, 170.5171356201172, 0.07494983822107315]","[392.7194519042969, 205.25567626953125, 0.2908230125904083]","[384.9607849121094, 210.04718017578125, 0.05404731631278992]","[372.4276428222656, 232.20797729492188, 0.2733565866947174]","[367.0562744140625, 238.19737243652344, 0.05528785660862923]","[395.7035217285156, 236.99949645996094, 0.0886387750506401]","[383.1703796386719, 236.99949645996094, 0.0629398301243782]","[396.30035400390625, 295.69561767578125, 0.171981081366539]","[367.0562744140625, 289.70623779296875, 0.24627889692783356]","[405.25262451171875, 353.1938781738281, 0.13893473148345947]","[387.94488525390625, 339.418212890625, 0.1446642130613327]","[393.3162536621094, 170.5171356201172]","[389.43695068359375, 236.99949645996094]"
subject_06,43,"[369.6988525390625, 143.21615600585938, 0.730134129524231]","[391.18487548828125, 171.385986328125, 0.18330124020576477]","[381.635498046875, 171.385986328125, 0.10184316337108612]","[384.61968994140625, 202.55262756347656, 0.2717326581478119]","[375.0703430175781, 211.54299926757812, 0.07030051946640015]","[361.3431701660156, 228.3250274658203, 0.32530105113983154]","[354.18115234375, 233.11988830566406, 0.10785017162561417]","[389.9911804199219, 237.3153839111328, 0.10545618832111359]","[376.2640380859375, 237.3153839111328, 0.07828599214553833]","[394.1690368652344, 297.251220703125, 0.1761997491121292]","[358.3589782714844, 288.8602294921875, 0.34292563796043396]","[404.9120178222656, 353.5909118652344, 0.21659503877162933]","[365.52099609375, 344.6005554199219, 0.1773887425661087]","[386.4101867675781, 171.385986328125]","[383.12762451171875, 237.3153839111328]"
subject_06,44,"[362.7763977050781, 145.44955444335938, 2.055253028869629]","[384.3478698730469, 171.23060607910156, 0.24457652866840363]","[374.7605285644531, 171.83016967773438, 0.1978776752948761]","[375.9589538574219, 203.0072784423828, 0.3335890471935272]","[367.570068359375, 210.8015594482422, 0.1129198968410492]","[346.5978088378906, 228.1887969970703, 0.46317896246910095]","[349.59381103515625, 228.788330078125, 0.056869469583034515]","[384.3478698730469, 237.78172302246094, 0.132880300283432]","[372.9629211425781, 237.78172302246094, 0.09278073906898499]","[390.93914794921875, 297.7377014160156, 0.26510632038116455]","[351.99066162109375, 289.94342041015625, 0.3392202854156494]","[404.1217346191406, 352.297607421875, 0.2670794129371643]","[345.99859619140625, 346.302001953125, 0.2889053523540497]","[379.55419921875, 171.5303955078125]","[378.6553955078125, 237.78172302246094]"
subject_06,45,"[355.4281921386719, 145.2864990234375, 1.4968531131744385]","[377.0132141113281, 171.05938720703125, 0.3027218282222748]","[369.8182067871094, 171.05938720703125, 0.14482639729976654]","[365.6211242675781, 204.62408447265625, 0.5650681853294373]","[359.0257263183594, 210.01841735839844, 0.10457810759544373]","[333.2436218261719, 226.8007354736328, 0.628835141658783]","[332.6440124511719, 227.40011596679688, 0.04099096730351448]","[376.4136047363281, 239.3875274658203, 0.12666110694408417]","[363.8223571777344, 240.58624267578125, 0.10892367362976074]","[388.4053039550781, 299.923828125, 0.3438933491706848]","[345.83489990234375, 290.93328857421875, 0.41484108567237854]","[403.3948669433594, 352.6683349609375, 0.3101232051849365]","[329.6461486816406, 343.6777648925781, 0.3059631288051605]","[373.41571044921875, 171.05938720703125]","[370.11798095703125, 239.98687744140625]"
subject_06,46,"[340.8041076660156, 147.88021850585938, 2.010997772216797]","[362.3355407714844, 173.06861877441406, 0.3766178488731384]","[353.9621887207031, 173.66835021972656, 0.1783696413040161]","[349.17742919921875, 206.65316772460938, 0.7282208800315857]","[342.0002746582031, 211.45095825195312, 0.1364326775074005]","[316.8802490234375, 224.6448974609375, 0.7342564463615417]","[323.45928955078125, 224.6448974609375, 0.09852702170610428]","[362.3355407714844, 240.83741760253906, 0.14912794530391693]","[349.7755126953125, 241.43714904785156, 0.14735762774944305]","[377.2879638671875, 300.2101135253906, 0.305092990398407]","[331.8326416015625, 292.4136962890625, 0.45198363065719604]","[403.006103515625, 351.1866455078125, 0.3188530504703522]","[309.10498046875, 346.98858642578125, 0.41852524876594543]","[358.14886474609375, 173.3684844970703]","[356.0555419921875, 241.1372833251953]"
subject_06,47,"[333.38128662109375, 149.7920684814453, 2.0427093505859375]","[355.5167541503906, 174.3399200439453, 0.32946789264678955]","[345.9446716308594, 176.1361083984375, 0.17791713774204254]","[343.5516662597656, 206.072509765625, 0.7721535563468933]","[335.1760559082031, 210.86231994628906, 0.17287679016590118]","[308.2545166015625, 227.02796936035156, 0.544396698474884]","[315.4336242675781, 226.42926025390625, 0.08508238941431046]","[353.12371826171875, 241.39747619628906, 0.16372761130332947]","[341.15863037109375, 243.1936492919922, 0.1564382165670395]","[369.8749084472656, 301.86895751953125, 0.4034469723701477]","[323.2109375, 292.8880615234375, 0.4823690354824066]","[398.5911865234375, 346.17486572265625, 0.3722689151763916]","[305.86151123046875, 348.56976318359375, 0.40486016869544983]","[350.730712890625, 175.23800659179688]","[347.14117431640625, 242.29556274414062]"
subject_06,48,"[327.15777587890625, 149.8695831298828, 2.11818528175354]","[348.11932373046875, 175.62261962890625, 0.3731129467487335]","[339.13580322265625, 176.8204345703125, 0.1598052978515625]","[336.7402038574219, 209.1614532470703, 1.000091791152954]","[348.7182312011719, 211.5570831298828, 0.07382825762033463]","[303.20166015625, 226.52978515625, 0.5817232131958008]","[355.9050598144531, 204.96910095214844, 0.19906407594680786]","[343.927001953125, 242.10137939453125, 0.1375434845685959]","[331.9490051269531, 243.29920959472656, 0.14194247126579285]","[357.7018127441406, 298.9976501464844, 0.3786178529262543]","[315.1797180175781, 293.6074523925781, 0.6018956899642944]","[395.4326171875, 343.9157409667969, 0.3866785764694214]","[301.40496826171875, 348.1080322265625, 0.4833599328994751]","[343.6275634765625, 176.22152709960938]","[337.93798828125, 242.70028686523438]"
subject_06,49,"[319.7940979003906, 149.95742797851562, 1.9021527767181396]","[341.3189392089844, 175.72691345214844, 0.341042697429657]","[335.3398132324219, 175.1276092529297, 0.14349474012851715]","[330.5565185546875, 209.2871551513672, 0.6724587082862854]","[323.9794616699219, 212.8828887939453, 0.10445155203342438]","[298.8671569824219, 229.06373596191406, 0.9855932593345642]","[349.689697265625, 203.8935546875, 0.12338275462388992]","[335.9377136230469, 241.64881896972656, 0.16149947047233582]","[323.9794616699219, 242.24810791015625, 0.1412225067615509]","[344.9064025878906, 299.77996826171875, 0.4452842175960541]","[308.43377685546875, 293.1877746582031, 0.4890606999397278]","[386.7602844238281, 337.5352478027344, 0.3908804655075073]","[299.465087890625, 349.5210266113281, 0.3933940827846527]","[338.3293762207031, 175.42726135253906]","[329.9585876464844, 241.94845581054688]"
